Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
330010005000001;1;0;606855;606855;0;0;2;5;14;37;32;29;25;5;7;
330010005000002;1;0;245530;245530;0;0;0;3;7;12;13;14;5;2;1;
330010005000003;1;0;1513128;1513128;0;0;1;7;45;106;65;57;43;17;2;
330010005000004;1;0;384352;384352;0;0;0;2;8;16;7;17;16;2;4;
330010005000005;1;0;420537;420537;0;1;9;21;69;75;20;11;1;0;5;
330010005000006;1;0;530403;530403;0;1;5;25;73;81;25;22;10;0;7;
330010005000007;1;0;608788;608788;0;2;10;48;140;109;35;10;0;0;7;
330010005000008;1;0;572289;572289;0;1;5;34;89;88;22;13;6;2;1;
330010005000009;1;0;799224;799224;0;0;3;10;33;78;48;39;23;7;9;
330010005000010;1;0;667995;667995;0;0;3;8;33;49;31;36;27;2;6;
330010005000011;1;0;725586;725586;0;1;4;19;86;110;30;28;13;2;9;
330010005000012;1;0;548888;548888;0;0;6;35;115;104;25;16;3;0;7;
330010005000013;1;3;593574;589900;3674;0;0;10;65;77;27;27;11;1;10;
330010005000014;1;0;315432;315432;0;1;4;33;63;57;17;8;0;0;18;
330010005000015;1;0;858731;858731;0;0;3;19;62;96;36;29;20;3;5;
330010005000016;1;0;302888;302888;0;4;4;25;55;40;15;17;0;0;14;
330010005000017;1;0;471905;471905;0;1;10;28;76;104;32;15;3;0;25;
330010005000018;1;0;659384;659384;0;2;8;35;140;133;36;10;6;0;8;
330010005000019;1;0;596169;596169;0;4;12;54;154;108;28;10;2;0;5;
330010005000020;1;0;565594;565594;0;0;3;21;48;75;36;27;9;4;15;
330010005000021;1;0;692945;692945;0;0;5;35;75;94;36;22;10;2;49;
330010005000022;1;0;1527022;1527022;0;1;5;11;50;75;46;66;46;25;22;
330010005000023;1;0;2371904;2371904;0;0;4;6;21;30;95;120;119;35;28;
330010005000024;1;0;964549;964549;0;0;1;7;11;18;17;30;38;22;6;
330010005000025;1;0;490925;490925;0;4;15;42;81;57;17;9;4;6;3;
330010005000026;1;0;182151;182151;0;7;10;31;50;17;8;6;0;0;5;
330010005000027;1;0;47089;47089;0;1;6;13;16;6;1;0;0;0;3;
330010005000028;1;0;675188;675188;0;8;23;74;150;131;40;3;1;0;5;
330010005000029;1;0;437449;437449;0;3;9;29;94;93;16;11;3;0;8;
330010005000030;1;0;157118;157118;0;0;0;5;15;33;12;4;1;0;3;
330010005000031;1;0;1594683;1594683;0;0;9;48;97;118;36;31;40;28;8;
330010005000032;1;0;1194958;1194958;0;0;0;5;22;51;32;67;43;22;0;
330010005000033;1;0;186900;186900;0;0;0;0;0;3;3;5;11;1;0;
330010005000034;1;0;61140;61140;0;0;1;4;6;6;2;2;2;0;1;
330010005000035;1;0;709558;709558;0;0;2;9;30;54;26;30;30;6;6;
330010005000036;1;0;242093;242093;0;1;1;5;14;19;10;9;11;1;4;
330010005000037;1;0;443468;443468;0;0;2;23;69;42;16;14;9;3;1;
330010005000038;1;0;170001;170001;0;0;0;4;12;11;5;5;3;3;5;
330010005000040;2;0;22060;22060;0;0;0;0;2;10;1;0;0;0;0;
330010005000041;1;0;338272;338272;0;0;2;15;60;46;20;6;7;0;3;
330010005000044;1;0;241250;241250;0;0;3;21;38;32;12;4;3;1;23;
330010005000045;1;0;723398;723398;0;0;21;82;201;132;17;6;4;0;7;
330010005000046;1;0;705185;705185;0;7;8;37;93;126;40;21;9;0;14;
330010005000047;1;1;356602;354602;2000;0;6;19;46;61;21;8;6;0;9;
330010005000048;1;0;784056;784056;0;0;4;50;112;120;33;26;12;1;11;
330010005000049;1;0;433975;433975;0;0;3;12;44;65;20;19;6;2;5;
330010005000050;1;0;177818;177818;0;0;1;9;29;33;20;8;0;0;4;
330010005000051;1;0;348011;348011;0;3;17;53;110;56;12;1;5;0;14;
330010005000052;1;0;368855;368855;0;1;8;38;58;63;20;11;5;4;3;
330010005000053;2;0;98221;98221;0;0;0;6;16;21;6;2;0;0;1;
330010005000054;1;0;496122;496122;0;1;11;45;100;88;14;10;1;0;27;
330010005000055;1;0;1167342;1167342;0;2;3;31;87;133;54;39;34;4;4;
330010005000056;1;0;559240;559240;0;3;6;34;116;104;32;9;1;0;20;
330010005000057;1;0;423693;423693;0;2;5;35;78;81;20;12;0;0;10;
330010005000058;1;0;626306;626306;0;1;3;19;66;100;39;18;8;1;3;
330010005000059;1;0;350323;350323;0;1;0;13;40;66;14;17;3;2;20;
330010005000060;1;0;667157;667157;0;7;9;71;146;109;30;15;3;1;12;
330010005000061;1;0;533254;533254;0;0;6;35;60;74;27;20;6;0;6;
330010005000062;1;1;1158643;1156643;2000;3;4;22;49;103;61;56;30;5;9;
330010005000063;1;0;595605;595605;0;0;2;13;30;58;35;36;10;2;11;
330010005000064;1;0;524386;524386;0;0;2;8;34;57;23;21;14;3;2;
330010005000065;1;0;878026;878026;0;0;5;10;47;97;49;25;15;3;1;
330010005000066;1;0;47760;47760;0;0;0;0;3;9;1;2;0;0;5;
330010005000067;1;0;629100;629100;0;3;6;31;69;90;27;22;2;0;10;
330010005000068;1;0;943579;943579;0;1;1;10;49;149;61;45;9;2;5;
330010005000069;1;0;485417;485417;0;0;8;27;58;77;31;14;3;0;35;
330010005000070;1;0;223043;223043;0;0;1;11;22;30;18;8;5;1;10;
330010005000071;1;1;1533298;1531598;1700;0;3;12;24;61;40;60;45;17;4;
330010005000072;1;0;916741;916741;0;0;1;5;28;77;45;39;25;2;1;
330010005000073;1;0;382100;382100;0;0;7;24;76;84;15;9;2;0;3;
330010005000074;1;0;131754;131754;0;2;1;14;34;24;5;5;0;0;14;
330010005000075;1;0;517989;517989;0;7;20;44;113;94;27;13;3;0;16;
330010005000076;1;0;502317;502317;0;0;5;35;82;93;23;17;4;0;13;
330010005000077;1;0;325308;325308;0;0;6;35;85;58;14;7;1;0;14;
330010005000078;1;0;428064;428064;0;1;14;42;96;69;19;11;1;1;15;
330010005000079;1;0;506163;506163;0;0;11;32;95;84;20;18;2;0;14;
330010005000080;1;0;422339;422339;0;0;8;24;45;76;24;10;7;2;11;
330010005000081;1;0;278591;278591;0;0;3;18;35;42;14;11;5;0;2;
330010005000082;1;0;244300;244300;0;0;0;3;15;26;12;4;8;4;2;
330010005000083;1;0;159326;159326;0;1;4;12;30;21;5;4;1;1;4;
330010005000084;1;0;17450;17450;0;0;1;4;4;4;0;0;0;0;8;
330010005000085;1;0;6030;6030;0;0;0;2;0;3;0;0;0;0;1;
330010005000086;1;0;440010;440010;0;0;2;3;49;81;33;8;1;3;0;
330010005000087;1;0;149782;149782;0;0;3;28;39;29;3;2;0;0;8;
330010005000088;1;0;218357;218357;0;3;6;40;41;32;13;5;3;0;27;
330010005000089;1;0;137400;137400;0;0;1;8;13;11;5;6;5;1;3;
330010005000090;1;0;535327;535327;0;0;7;22;49;40;31;29;16;0;7;
330010005000091;1;0;15890;15890;0;0;2;1;2;1;2;2;0;0;1;
330010005000092;1;0;590399;590399;0;4;20;87;173;84;16;12;3;0;8;
330010005000093;1;0;383448;383448;0;0;1;14;41;45;34;12;3;0;2;
330010005000094;4;3;330285;326365;3920;3;12;43;79;52;16;9;0;0;3;
330010005000095;4;0;111392;111392;0;1;3;10;27;13;6;1;2;1;18;
330010005000096;8;0;25170;25170;0;0;1;4;6;4;0;1;0;0;2;
330010005000097;8;0;14432;14432;0;0;0;1;2;3;1;0;0;0;1;
330010005000098;1;0;436155;436155;0;4;13;34;91;83;22;13;3;0;7;
330010005000099;1;0;495164;495164;0;1;2;31;49;82;29;14;4;3;13;
330010005000100;1;0;409235;409235;0;0;2;23;53;60;29;14;4;0;5;
330010005000101;1;0;921003;921003;0;0;2;8;29;52;66;47;31;5;1;
330010005000102;1;0;311489;311489;0;1;14;48;75;65;12;0;1;0;3;
330010005000103;1;0;269128;269128;0;0;1;16;19;26;13;12;7;0;26;
330010005000104;1;0;430350;430350;0;2;8;40;97;86;21;9;2;0;10;
330010005000105;1;0;245957;245957;0;1;3;23;52;48;11;3;0;1;5;
330010005000106;1;0;439562;439562;0;0;4;20;46;66;20;12;8;1;5;
330010005000107;1;0;340090;340090;0;1;10;31;45;60;20;8;1;1;5;
330010005000108;1;0;252168;252168;0;0;1;5;28;28;12;10;2;2;1;
330010010000001;1;0;330542;330542;0;0;2;25;56;56;11;11;6;2;7;
330010010000002;1;0;728551;728551;0;0;1;43;84;127;38;31;12;2;4;
330010010000003;1;0;327213;327213;0;1;2;7;30;53;28;7;5;0;0;
330010010000004;2;1;169018;168218;800;3;9;42;41;14;3;4;2;1;4;
330010010000005;2;0;32620;32620;0;0;0;1;2;7;2;0;1;0;0;
330010010000007;2;0;22270;22270;0;0;1;0;7;5;1;1;0;0;0;
330010010000008;2;1;74175;74175;0;0;4;6;9;10;3;1;2;0;4;
330010010000009;2;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
330010010000010;2;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
330010010000011;2;0;56915;56915;0;2;8;13;11;8;1;1;1;0;2;
330010010000012;2;0;66535;66535;0;0;1;6;14;7;4;5;0;0;0;
330010010000013;2;0;17720;17720;0;0;1;2;4;5;1;0;0;0;2;
330010010000014;2;0;18520;18520;0;0;0;2;2;3;0;2;0;0;1;
330010010000015;2;1;35508;35508;0;1;2;9;12;6;2;0;0;0;3;
330010010000016;2;0;101866;101866;0;0;4;18;31;16;5;0;1;0;4;
330010010000018;2;3;77538;75628;1910;0;1;14;33;14;2;1;0;0;2;
330010010000019;2;0;3662;3662;0;0;3;2;2;0;0;0;0;0;5;
330010010000020;2;1;202334;202124;210;19;45;81;59;25;1;2;0;0;56;
330010010000021;2;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
330010010000022;2;0;22674;22674;0;1;3;6;3;3;2;0;0;0;7;
330010010000023;2;0;73553;73553;0;6;8;16;32;2;2;1;2;0;9;
330010010000024;2;0;9220;9220;0;0;0;0;2;0;0;2;1;0;2;
330010010000031;8;0;70725;70725;0;1;0;8;11;10;1;2;2;0;0;
330010015000001;1;0;495234;495234;0;1;1;14;56;75;26;18;9;1;7;
330010015000002;1;0;475615;475615;0;1;4;33;72;70;22;18;8;2;24;
330010015000003;1;0;603220;603220;0;0;0;1;7;7;8;15;10;14;1;
330010015000004;1;0;191932;191932;0;1;0;3;9;12;7;10;1;3;5;
330010015000005;1;0;66143;66143;0;0;2;8;10;17;1;0;1;0;0;
330010015000006;1;0;466076;466076;0;5;14;57;117;79;14;2;1;2;18;
330010015000007;1;5;510535;502535;8000;3;9;51;114;110;24;9;1;1;8;
330010015000008;1;0;488421;488421;0;2;12;45;141;82;15;8;4;1;9;
330010015000009;1;0;506544;506544;0;3;14;42;115;105;20;10;4;0;7;
330010015000010;1;9;524566;515046;9520;0;10;38;109;103;28;12;3;0;11;
330010015000011;1;0;421323;421323;0;0;3;21;74;85;19;16;1;1;9;
330010015000012;1;23;354103;316213;37890;0;3;15;40;68;13;11;3;1;6;
330010015000013;1;0;164542;164542;0;2;8;19;30;42;9;1;0;1;6;
330010015000014;1;1;503804;502784;1020;0;38;103;155;85;14;7;1;0;16;
330010015000015;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
330010015000016;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
330010015000017;1;8;797479;726583;70896;0;2;4;8;17;15;25;36;26;1;
330010015000018;1;0;131013;131013;0;0;1;5;3;5;3;4;5;3;2;
330010015000019;1;1;693934;693734;200;6;56;169;197;91;15;9;7;1;56;
330010015000020;1;0;940922;940922;0;0;0;0;10;41;51;51;19;3;1;
330010015000021;1;0;25350;25350;0;0;1;0;2;2;0;0;0;1;0;
330010015000022;1;0;458258;458258;0;1;4;9;26;34;13;15;14;9;3;
330010015000023;1;0;252938;252938;0;1;1;4;14;22;7;7;3;2;0;
330010015000024;1;0;250610;250610;0;0;0;2;39;39;12;2;2;2;4;
330010015000025;1;2;563453;562793;660;7;26;65;138;106;13;7;3;0;15;
330010015000026;1;0;1955191;1955191;0;0;3;17;43;101;73;102;72;11;6;
330010015000027;1;0;168893;168893;0;2;6;14;40;31;5;6;1;0;3;
330010015000028;1;0;679403;679403;0;7;19;49;159;139;22;13;4;0;13;
330010015000029;1;1;397595;395795;1800;0;6;15;62;85;21;9;0;0;5;
330010015000030;1;1;475631;474831;800;0;2;38;98;86;28;4;2;1;17;
330010015000031;1;1;398932;397332;1600;2;18;54;76;69;18;12;5;0;33;
330010015000032;1;0;246650;246650;0;5;18;61;78;38;3;2;0;0;7;
330010015000033;1;0;540454;540454;0;9;25;68;142;100;15;4;1;0;14;
330010015000034;1;0;407133;407133;0;8;29;82;135;62;12;1;1;0;51;
330010015000035;1;0;501347;501347;0;1;9;47;93;65;14;12;2;1;12;
330010015000036;1;0;716994;716994;0;9;22;61;145;140;34;18;2;0;25;
330010015000037;1;1;494124;492124;2000;1;8;47;102;80;27;12;5;1;2;
330010015000038;1;0;693642;693642;0;2;5;49;181;117;21;14;5;0;17;
330010015000039;1;0;774770;774770;0;2;14;65;161;148;41;10;4;0;14;
330010015000040;1;0;455300;455300;0;7;21;58;114;74;4;7;1;1;29;
330010015000041;1;0;470179;470179;0;3;11;68;110;84;21;15;5;0;17;
330010015000042;1;0;563168;563168;0;1;11;47;108;111;31;13;1;1;13;
330010015000043;1;0;638395;638395;0;8;34;74;151;110;26;13;1;0;19;
330010015000044;1;0;308678;308678;0;2;30;60;92;52;7;3;0;0;13;
330010015000045;1;0;380646;380646;0;1;6;50;73;59;15;6;3;0;2;
330010015000046;1;0;512670;512670;0;4;13;49;88;75;21;10;5;1;9;
330010015000047;1;0;298252;298252;0;3;10;46;66;60;7;3;2;0;17;
330010015000048;1;0;358459;358459;0;0;12;42;91;74;12;8;2;1;13;
330010015000049;1;0;418021;418021;0;3;23;67;103;70;9;8;4;0;11;
330010015000050;1;0;204531;204531;0;0;0;12;30;35;10;7;4;0;15;
330010015000051;1;0;176429;176429;0;0;2;13;36;26;11;4;2;0;2;
330010015000052;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
330010015000053;2;0;9210;9210;0;0;0;1;1;3;0;0;0;0;0;
330010015000055;2;0;94571;94571;0;1;1;13;21;23;2;2;0;0;1;
330010015000057;1;0;333836;333836;0;2;7;35;84;70;10;1;0;1;10;
330010015000058;1;0;228463;228463;0;1;8;31;43;41;9;4;0;1;4;
330010015000059;1;0;358724;358724;0;1;11;56;90;59;18;7;0;1;15;
330010015000060;1;1;392260;391560;700;3;18;53;99;64;14;8;1;1;10;
330010015000061;1;0;586199;586199;0;4;17;65;136;113;35;9;1;2;44;
330010015000062;1;1;13080;11080;2000;0;1;2;6;2;0;1;0;0;2;
330010015000063;1;0;163632;163632;0;2;4;23;40;26;4;1;0;1;3;
330010015000064;1;0;332809;332809;0;3;14;41;56;55;18;8;0;1;9;
330010015000065;1;0;392662;392662;0;1;9;34;68;67;17;8;3;1;14;
330010015000066;1;0;260211;260211;0;1;9;52;61;52;16;1;0;0;38;
330010015000067;1;2;394092;392748;1344;3;16;55;96;69;17;6;3;0;10;
330010015000068;1;1;594815;593315;1500;11;40;94;118;118;25;6;0;1;16;
330010015000069;1;0;175675;175675;0;1;10;26;37;32;2;0;2;1;15;
330010015000070;1;0;315311;315311;0;4;10;46;93;60;7;3;1;0;5;
330010015000071;1;0;332337;332337;0;3;13;53;94;46;9;3;0;0;19;
330010015000072;1;0;443142;443142;0;6;27;76;115;73;18;8;1;1;25;
330010015000073;1;0;368122;368122;0;12;21;45;87;67;21;7;3;0;31;
330010015000074;1;1;462973;462463;510;5;20;56;97;67;12;14;4;2;10;
330010015000075;1;0;849340;849340;0;1;10;45;112;126;24;10;3;2;8;
330010015000076;1;0;322016;322016;0;5;8;41;61;52;15;3;2;1;10;
330010015000077;1;0;364444;364444;0;4;10;42;92;61;21;7;3;0;5;
330010015000078;1;0;336236;336236;0;1;9;30;63;63;10;12;1;1;5;
330010015000079;1;0;103595;103595;0;0;2;8;17;11;2;5;1;0;0;
330010015000080;1;0;28300;28300;0;0;0;1;8;2;0;1;0;0;0;
330010015000081;1;0;542128;542128;0;0;1;15;36;50;28;18;17;2;2;
330010015000082;1;0;235009;235009;0;2;4;13;39;28;15;6;5;0;8;
330010015000083;1;0;188526;188526;0;0;2;10;21;30;8;7;4;0;0;
330010015000084;1;0;96988;96988;0;1;5;20;18;16;3;1;1;0;4;
330010015000085;2;0;9740;9740;0;0;2;1;0;3;1;0;0;0;0;
330010015000086;2;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
330010015000087;2;0;15176;15176;0;0;0;1;2;4;2;0;0;0;0;
330010015000090;8;0;40489;40489;0;12;14;23;10;0;0;0;0;0;0;
330010015000091;8;0;2090;2090;0;1;1;0;1;0;0;0;0;0;3;
330010015000092;8;0;16015;16015;0;0;2;7;3;1;1;0;0;0;1;
330010015000093;8;0;440279;440279;0;1;13;32;84;95;26;6;1;0;19;
330010015000094;8;0;56645;56645;0;1;2;17;17;10;0;0;1;0;2;
330010015000095;8;0;195381;195381;0;0;2;26;62;19;7;4;3;0;3;
330010015000096;8;0;262893;262893;0;4;12;46;74;31;12;4;0;0;9;
330010015000097;8;0;197188;197188;0;0;19;34;64;26;8;2;0;0;4;
330010015000098;8;0;726229;726229;0;4;37;126;190;101;20;8;6;3;49;
330010015000099;1;0;307086;307086;0;4;32;103;90;37;9;7;1;0;41;
330010015000100;1;0;334907;334907;0;0;10;49;108;58;11;1;2;1;8;
330010015000101;1;0;734938;734938;0;2;28;89;167;115;29;14;2;0;8;
330010015000102;1;0;306378;306378;0;4;12;41;71;56;15;7;1;0;8;
330010015000103;1;0;246994;246994;0;3;24;52;91;33;6;2;0;0;9;
330010015000104;1;0;479645;479645;0;1;4;27;92;87;36;8;2;2;1;
330010015000105;1;0;427470;427470;0;1;13;37;64;64;18;8;5;2;11;
330010015000106;1;0;356982;356982;0;4;19;69;99;63;12;7;0;0;21;
330010015000107;1;0;391417;391417;0;1;16;56;93;67;15;4;0;0;5;
330010015000108;1;0;558994;558994;0;3;15;58;115;107;22;9;4;1;17;
330010015000109;1;0;506919;506919;0;7;28;75;151;88;17;7;0;0;13;
330010025000001;1;0;551084;551084;0;2;5;25;65;75;25;26;8;1;9;
330010025000002;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
330010025000003;1;0;153950;153950;0;0;1;3;14;13;5;0;6;2;0;
330010025000004;1;0;2078001;2078001;0;0;1;3;4;41;36;69;55;35;2;
330010025000005;1;0;1290249;1290249;0;0;0;3;20;59;63;69;41;9;3;
330010025000006;1;0;582020;582020;0;2;2;23;55;72;24;14;3;3;9;
330010025000007;1;1;331410;330610;800;1;4;38;83;69;13;4;0;0;24;
330010025000008;1;0;479462;479462;0;0;10;47;83;111;22;10;7;0;5;
330010025000009;1;0;436152;436152;0;3;9;42;93;74;39;9;1;0;16;
330010025000010;1;0;382367;382367;0;2;13;30;68;73;25;15;1;0;10;
330010025000011;1;0;507622;507622;0;1;6;57;105;96;19;7;6;1;6;
330010025000012;1;0;317234;317234;0;1;4;20;41;55;20;11;4;0;4;
330010025000013;1;0;283824;283824;0;0;2;24;74;53;12;6;1;1;3;
330010025000014;1;0;437240;437240;0;0;2;16;53;84;27;12;3;1;27;
330010025000015;1;0;656490;656490;0;2;0;20;39;85;30;21;15;3;6;
330010025000016;1;4;217263;214713;2550;2;2;15;47;35;11;4;3;1;17;
330010025000017;1;0;488053;488053;0;1;3;33;77;86;28;15;1;1;1;
330010025000018;1;0;659637;659637;0;1;8;33;76;102;38;26;11;1;8;
330010025000019;1;0;769511;769511;0;9;27;67;130;99;37;31;7;1;18;
330010025000020;1;0;504925;504925;0;7;19;66;137;95;16;2;4;1;13;
330010025000021;2;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
330010025000022;1;1;508210;505210;3000;2;21;84;126;86;14;9;5;0;31;
330010025000023;1;0;246793;246793;0;0;8;34;54;40;9;4;2;0;21;
330010025000024;1;0;256057;256057;0;2;11;31;46;45;15;5;1;0;5;
330010025000025;1;0;699810;699810;0;11;35;82;159;130;36;20;5;2;19;
330010025000026;1;0;228589;228589;0;0;9;29;47;43;12;6;1;0;3;
330010025000027;1;0;354816;354816;0;2;13;42;70;70;17;9;0;1;7;
330010025000028;1;16;440524;431844;8680;5;19;76;110;74;13;4;1;0;10;
330010025000029;1;25;462128;427678;34450;3;18;58;122;84;19;6;0;0;9;
330010025000030;8;0;34905;34905;0;1;9;3;22;2;1;2;0;0;7;
330010025000031;8;0;34370;34370;0;0;0;8;6;6;1;0;0;0;4;
330010025000032;1;0;364480;364480;0;0;6;34;85;68;18;11;0;0;18;
330015905000001;1;0;425595;425595;0;6;2;29;77;66;21;11;5;1;25;
330015905000002;1;1;343509;342989;520;1;10;40;71;46;8;6;4;0;2;
330015905000003;1;0;406195;406195;0;1;4;41;94;47;21;12;4;2;0;
330015905000004;1;1;271780;271180;600;2;14;55;115;55;7;2;0;0;2;
330015905000005;1;0;238969;238969;0;2;12;49;99;29;6;3;1;1;6;
330015905000006;1;0;163251;163251;0;0;12;37;84;19;0;1;1;0;0;
330015905000007;1;4;573151;564421;8730;2;5;74;159;76;22;13;4;1;9;
330015905000008;1;0;351967;351967;0;2;14;67;124;59;10;5;1;0;10;
330015905000009;1;0;351036;351036;0;1;8;55;112;42;13;2;3;2;5;
330015905000010;1;0;458381;458381;0;1;10;38;90;49;20;10;7;1;3;
330015905000011;1;0;181082;181082;0;6;16;47;82;24;1;4;0;0;2;
330015905000012;3;0;163696;163696;0;2;10;24;79;26;2;0;0;0;1;
330015905000013;8;0;206215;206215;0;0;6;44;80;31;7;2;1;0;1;
330015905000014;8;0;104860;104860;0;2;0;23;58;15;0;0;0;0;3;
330015905000015;8;0;154130;154130;0;0;8;69;86;15;1;0;0;0;7;
330015905000016;1;1;262905;262155;750;0;10;72;136;30;1;2;0;0;23;
330020905000001;1;1;729643;726019;3624;0;3;4;22;47;28;31;23;6;1;
330020905000002;1;1;694182;693862;320;2;1;19;55;77;33;38;15;2;10;
330020905000003;1;0;336822;336822;0;2;4;20;48;40;15;15;4;1;4;
330020905000004;1;0;151594;151594;0;1;2;8;19;19;7;10;3;0;1;
330020905000005;1;0;381566;381566;0;1;13;25;80;48;20;9;5;3;5;
330020905000006;1;1;269929;265929;4000;1;5;19;47;49;14;5;4;0;2;
330020905000007;1;1;216512;215602;910;1;1;12;29;27;11;13;5;0;4;
330020905000008;1;0;175274;175274;0;0;1;10;37;29;3;1;4;0;2;
330020905000009;1;0;208872;208872;0;2;4;26;43;18;14;6;4;0;3;
330020905000010;1;0;224850;224850;0;0;8;24;39;31;9;4;4;0;3;
330020905000011;1;0;422566;422566;0;4;3;31;53;43;13;23;4;5;6;
330020905000012;1;0;81396;81396;0;1;6;11;14;6;6;1;2;1;2;
330020905000013;1;0;411833;411833;0;2;2;7;23;25;12;11;14;5;2;
330020905000014;1;0;307880;307880;0;0;1;10;25;30;8;13;9;2;0;
330020905000015;1;0;231608;231608;0;1;3;14;25;23;6;5;6;2;1;
330020905000016;1;0;201699;201699;0;0;3;15;25;30;10;5;4;1;3;
330020905000017;1;0;256309;256309;0;8;18;48;51;37;12;8;3;0;2;
330020905000018;1;0;221885;221885;0;0;3;8;24;22;5;12;4;3;1;
330020905000019;1;0;284131;284131;0;1;10;23;41;33;10;11;7;3;2;
330020905000020;1;0;242055;242055;0;2;3;18;29;26;5;6;6;2;2;
330020905000021;1;1;239444;238444;1000;3;13;40;59;32;5;7;2;0;1;
330020905000022;1;0;250596;250596;0;5;7;25;39;36;10;10;4;0;4;
330020905000023;1;0;207338;207338;0;1;1;14;17;20;6;5;6;2;1;
330020905000024;1;0;178085;178085;0;0;3;9;17;15;8;10;6;0;3;
330020905000025;1;0;243507;243507;0;0;2;4;9;23;7;5;7;4;2;
330020905000026;1;0;172157;172157;0;0;1;3;24;25;5;8;3;3;6;
330020905000027;1;0;223309;223309;0;0;0;2;18;22;12;2;11;1;1;
330020905000028;1;0;347438;347438;0;1;3;2;29;30;18;16;13;0;1;
330020905000029;1;0;601120;601120;0;1;1;4;10;23;25;27;14;9;15;
330020905000030;1;0;249821;249821;0;0;2;12;19;22;9;18;5;0;17;
330020905000031;1;0;449174;449174;0;5;11;21;37;24;21;14;12;6;4;
330020905000032;1;0;671940;671940;0;0;2;6;20;39;16;36;19;8;1;
330020905000033;1;0;359403;359403;0;0;1;8;17;24;16;9;13;4;13;
330020905000034;1;0;688569;688569;0;0;1;4;19;31;18;29;29;7;2;
330020905000035;1;0;342540;342540;0;1;3;13;32;52;15;13;3;1;21;
330020905000036;1;0;585100;585100;0;0;4;21;57;51;35;26;11;2;1;
330020905000037;1;0;734696;734696;0;0;2;22;40;68;35;28;27;2;12;
330020905000038;1;0;270865;270865;0;10;22;51;59;30;8;7;3;0;9;
330020905000039;1;0;207196;207196;0;1;20;72;61;24;7;3;1;0;3;
330020905000040;1;0;362075;362075;0;4;7;34;88;56;16;8;5;0;5;
330020905000041;1;0;430636;430636;0;3;27;68;96;62;16;4;5;0;10;
330020905000042;1;0;143656;143656;0;3;13;34;48;23;0;2;0;0;6;
330020905000043;1;3;417460;414840;2620;0;7;27;61;59;21;18;2;0;3;
330020905000044;1;0;220253;220253;0;0;5;23;50;35;7;5;3;0;3;
330020905000045;1;0;255365;255365;0;0;2;13;44;41;14;8;4;0;5;
330020905000046;1;0;285788;285788;0;2;5;23;55;37;13;6;5;1;10;
330020905000047;1;0;676873;676873;0;0;2;12;44;55;34;27;21;4;0;
330020905000048;1;1;396823;393823;3000;2;4;14;80;61;23;7;8;2;2;
330020905000049;1;0;254905;254905;0;1;3;29;71;34;11;1;3;0;5;
330020905000050;1;0;382938;382938;0;0;3;22;46;42;25;13;8;0;3;
330020905000051;1;0;258619;258619;0;2;13;37;68;50;7;3;0;1;2;
330020905000052;1;0;572802;572802;0;1;5;32;86;75;23;16;13;4;8;
330020905000053;1;0;377349;377349;0;2;7;47;78;64;14;6;7;0;3;
330020905000054;1;0;479393;479393;0;6;10;50;78;52;21;18;4;4;8;
330020905000055;1;1;250665;250515;150;29;28;68;74;23;5;2;2;1;19;
330020905000056;1;0;344623;344623;0;6;10;52;75;43;15;5;7;0;10;
330020905000057;1;0;310154;310154;0;3;12;41;98;30;8;5;4;2;9;
330020905000058;1;0;476210;476210;0;3;7;46;110;73;22;12;4;0;14;
330020905000059;1;1;185347;185347;0;1;2;8;34;19;10;6;5;0;1;
330020905000060;1;2;288894;288084;810;0;10;58;88;42;8;2;0;0;7;
330020905000061;1;0;140616;140616;0;4;25;55;59;16;1;0;0;0;10;
330020905000062;1;0;233755;233755;0;1;11;54;76;44;11;1;0;1;3;
330020905000063;1;0;285977;285977;0;1;9;38;62;42;18;4;3;0;3;
330020905000064;1;0;458358;458358;0;5;20;60;144;80;16;9;1;1;5;
330020905000065;1;0;225961;225961;0;6;23;54;77;28;7;3;1;0;13;
330020905000066;1;0;420169;420169;0;1;10;55;104;61;14;5;3;2;7;
330020905000067;1;0;393085;393085;0;1;7;31;93;61;18;13;2;0;3;
330020905000068;1;0;97967;97967;0;1;2;13;28;14;2;4;0;0;3;
330020905000069;1;0;142438;142438;0;1;2;16;30;35;5;2;3;0;2;
330020905000070;1;0;276681;276681;0;4;35;93;107;24;3;0;0;0;8;
330020905000071;1;1;361359;360719;640;3;9;35;85;48;18;6;3;0;19;
330020905000072;1;0;318678;318678;0;0;2;21;53;39;21;11;2;1;4;
